Trip_ID,Travel_Date,Year,Month,Season,Origin_Country,Destination_Country,Traveler_Age_Group,Traveler_Gender,Group_Type,Group_Size,Travel_Purpose,Travel_Mode,Duration_Days,Accommodation_Type,Booking_Channel,Visa_Type,Travel_Insurance,Climate_Preference,Primary_Attraction,Total_Spend_USD,Flight_Cost_USD,Accommodation_Cost_USD,Food_Cost_USD,Activities_Cost_USD,Payment_Method,Advance_Booking_Days,Repeat_Visitor,Used_Travel_App,Rating_Out_Of_5,Satisfaction_Level,Would_Recommend,Number_Of_Attractions_Visited,Local_Transport_Used,Sustainable_Tourism_Choice
TRP100087,20-08-2020,2020,8,Summer,Saudi Arabia,Morocco,55-64,Female,Friends Group,5,Cultural,Cruise,11,Airbnb/Vacation Rental,Travel Agent,Business Visa,No,Temperate,Mountains/Trekking,2980.87,829.37,623.43,684.45,843.62,Travel Card,282,No,No,5,Very Satisfied,Yes,14,Yes,No
TRP100088,23-06-2024,2024,6,Summer,Saudi Arabia,Singapore,65+,Female,Business Group,1,Eco-Tourism,Flight,5,5-Star Hotel,Online Travel Agency,Visa on Arrival,Yes,Mountainous,Mountains/Trekking,1381.05,334.29,495.79,173.17,377.8,Credit Card,363,Yes,Yes,5,Very Satisfied,Yes,1,Yes,No
TRP100089,10-03-2019,2019,3,Spring,Canada,Turkey,55-64,Non-Binary,Solo,9,Eco-Tourism,Train,23,3-Star Hotel,Online Travel Agency,Tourist Visa,Yes,Mediterranean,Mountains/Trekking,4185.93,853.65,1282.75,676.87,1372.66,Cryptocurrency,270,Yes,Yes,4,Satisfied,No,2,Yes,No
TRP100090,10-05-2019,2019,5,Spring,Spain,Mexico,45-54,Female,Solo,11,Cultural,Flight,30,3-Star Hotel,Online Travel Agency,Visa on Arrival,No,Mountainous,Food & Cuisine,12947.14,3560.38,4733.64,1451.28,3201.84,Cryptocurrency,49,No,No,5,Very Satisfied,Yes,15,No,No
TRP100091,15-05-2019,2019,5,Spring,South Korea,Croatia,18-24,Female,Business Group,3,Medical,Train,19,4-Star Hotel,Travel Agent,Business Visa,Yes,Temperate,Art & Museums,2977.84,1283.57,1003.19,423.02,268.06,Bank Transfer,277,No,No,5,Very Satisfied,Yes,12,Yes,No
TRP100092,13-06-2023,2023,6,Summer,South Korea,Peru,18-24,Female,Friends Group,8,Leisure,Cruise,27,Resort,Tour Operator,Visa on Arrival,No,Mediterranean,Art & Museums,5241.86,1621.16,1927.62,791.99,901.09,Credit Card,317,Yes,Yes,1,Very Dissatisfied,Yes,5,Yes,No
TRP100093,16-06-2022,2022,6,Summer,Norway,Australia,35-44,Male,Solo,3,Adventure,Train,13,Camping,Tour Operator,Visa Free,No,Tropical,Beaches,8209.41,2291.82,1816.83,827.34,3273.42,Credit Card,182,No,Yes,4,Satisfied,No,14,Yes,Yes
TRP100094,25-11-2020,2020,11,Autumn,India,Kenya,25-34,Male,Family,8,Business,Cruise,3,4-Star Hotel,Direct Hotel,Visa on Arrival,No,Desert,Cities/Urban,657.88,280.46,260.28,122.23,-5.09,Travel Card,40,No,No,3,Neutral,No,8,Yes,Yes
TRP100095,06-04-2023,2023,4,Spring,South Korea,Thailand,45-54,Male,Senior Group,10,Adventure,Cruise,11,Hostel,Travel Agent,Visa Free,Yes,Desert,Food & Cuisine,2608.02,526.02,728,590.04,763.96,Debit Card,204,No,Yes,3,Neutral,No,8,No,No
TRP100096,29-03-2021,2021,3,Spring,Saudi Arabia,Morocco,25-34,Female,Business Group,1,Religious,Train,5,Airbnb/Vacation Rental,Airline Website,E-Visa,Yes,Desert,Theme Parks,1106.51,447.17,308.26,129.55,221.53,Debit Card,325,No,Yes,4,Satisfied,Yes,7,No,Yes
TRP100097,10-09-2023,2023,9,Autumn,Italy,Turkey,65+,Female,Business Group,10,Eco-Tourism,Flight,15,4-Star Hotel,Direct Hotel,E-Visa,Yes,Mountainous,Beaches,3151.8,946.17,949.71,750.31,505.61,Cryptocurrency,331,No,Yes,4,Satisfied,No,13,Yes,Yes
TRP100098,24-06-2021,2021,6,Summer,Spain,New Zealand,45-54,Female,Business Group,12,Cultural,Ferry,17,3-Star Hotel,Travel Agent,Tourist Visa,No,Tropical,Cities/Urban,8431.85,3260.71,2627.35,1712.93,830.86,Travel Card,44,Yes,No,4,Satisfied,Yes,5,Yes,No
TRP100099,30-07-2022,2022,7,Summer,China,Egypt,65+,Male,Family,11,Eco-Tourism,Flight,16,3-Star Hotel,Mobile App,Business Visa,Yes,Temperate,Wildlife/Safari,4138.15,1320.24,1190.27,846.31,781.33,Cash,287,No,Yes,5,Very Satisfied,Yes,11,Yes,No
TRP100100,26-10-2023,2023,10,Autumn,Thailand,Indonesia (Bali),25-34,Male,Senior Group,2,Religious,Ferry,9,4-Star Hotel,Tour Operator,Business Visa,No,Arctic/Cold,Mountains/Trekking,716.27,275.3,269.76,119.93,51.28,Travel Card,59,Yes,No,4,Satisfied,Yes,11,Yes,Yes
TRP100101,03-05-2022,2022,5,Spring,Argentina,Kenya,18-24,Female,Family,2,Business,Cruise,15,Hostel,Online Travel Agency,Business Visa,No,Mountainous,Wildlife/Safari,2268.75,653.39,661.5,285.59,668.27,Cryptocurrency,199,No,Yes,2,Dissatisfied,No,3,Yes,No
TRP100102,22-01-2024,2024,1,Winter,Italy,Australia,18-24,Female,Couple,7,Adventure,Ferry,24,Camping,Airline Website,Visa on Arrival,No,Mountainous,Theme Parks,20053.44,4847.24,5169.11,2568.14,7468.95,Travel Card,86,Yes,Yes,4,Satisfied,No,5,Yes,Yes
TRP100103,23-09-2024,2024,9,Autumn,United Kingdom,Iceland,35-44,Female,Family,9,Adventure,Flight,29,Camping,Tour Operator,Business Visa,No,Tropical,Mountains/Trekking,5505.36,1879.6,1951.7,959.57,714.49,Cash,17,No,Yes,5,Very Satisfied,Yes,8,No,Yes
TRP100104,20-10-2023,2023,10,Autumn,France,Switzerland,25-34,Female,Solo,10,Cultural,Road Trip,26,Hostel,Tour Operator,Visa Free,Yes,Arctic/Cold,Cities/Urban,7236.77,2694.13,2693.6,1386.13,462.91,Cash,294,Yes,No,5,Very Satisfied,No,11,No,Yes
TRP100105,27-06-2020,2020,6,Summer,Thailand,Czech Republic,35-44,Female,Senior Group,7,Religious,Train,9,3-Star Hotel,Tour Operator,E-Visa,No,Desert,Theme Parks,2299.14,1030.29,858.52,273.67,136.66,Credit Card,325,No,No,5,Very Satisfied,Yes,12,Yes,No
TRP100106,17-01-2020,2020,1,Winter,Netherlands,Peru,65+,Female,Family,2,Eco-Tourism,Ferry,22,Boutique Hotel,Direct Hotel,Visa on Arrival,Yes,Desert,Cities/Urban,11859.54,3342.28,2377.77,2563.09,3576.4,Cash,146,No,Yes,3,Neutral,No,8,No,No
TRP100107,23-05-2020,2020,5,Spring,India,Czech Republic,45-54,Male,Friends Group,4,Leisure,Cruise,17,Hostel,Direct Hotel,E-Visa,Yes,Mountainous,Food & Cuisine,4026.77,905.6,1436.66,680.27,1004.24,Cash,43,No,No,2,Dissatisfied,Yes,7,Yes,No
TRP100108,07-05-2024,2024,5,Spring,Argentina,Czech Republic,25-34,Female,Friends Group,1,Cultural,Flight,14,Resort,Online Travel Agency,Visa on Arrival,Yes,Desert,Historical Sites,10883.56,3960.22,3708.46,1090.13,2124.75,Debit Card,197,Yes,No,5,Very Satisfied,Yes,6,No,Yes
TRP100109,03-11-2020,2020,11,Autumn,Sweden,Czech Republic,25-34,Female,Couple,7,Adventure,Ferry,19,Camping,Direct Hotel,Tourist Visa,Yes,Mediterranean,Historical Sites,7097.45,1540.88,2219.08,1359.5,1977.99,Cryptocurrency,197,No,Yes,4,Satisfied,No,4,Yes,Yes
TRP100110,21-10-2024,2024,10,Autumn,Japan,Vietnam,65+,Male,Senior Group,1,Medical,Cruise,16,Camping,Airline Website,Tourist Visa,Yes,Desert,Historical Sites,2338.56,963.42,775.66,339.67,259.81,Cryptocurrency,7,No,No,4,Satisfied,Yes,14,No,No
TRP100111,04-10-2019,2019,10,Autumn,Japan,Vietnam,18-24,Female,Friends Group,9,Adventure,Road Trip,22,Boutique Hotel,Airline Website,Visa on Arrival,Yes,Mountainous,Wellness/Spa,12825.12,5625.27,4541.03,1314.62,1344.2,Cryptocurrency,316,Yes,Yes,5,Very Satisfied,Yes,15,Yes,No
TRP100112,28-09-2019,2019,9,Autumn,Mexico,Vietnam,65+,Female,Couple,1,Educational,Cruise,25,4-Star Hotel,Airline Website,Tourist Visa,No,Temperate,Beaches,12600,4367.28,4443.32,2488.2,1301.2,Cash,342,No,No,5,Very Satisfied,Yes,12,Yes,Yes
TRP100113,04-03-2023,2023,3,Spring,Norway,Croatia,35-44,Female,Solo,1,Educational,Road Trip,27,Boutique Hotel,Travel Agent,Visa Free,Yes,Arctic/Cold,Historical Sites,16203.01,5335.74,5906.02,2250.39,2710.86,Travel Card,234,No,Yes,5,Very Satisfied,No,3,Yes,Yes
TRP100114,20-02-2019,2019,2,Winter,Russia,Thailand,35-44,Male,Couple,3,Business,Flight,26,Boutique Hotel,Direct Hotel,E-Visa,Yes,Desert,Food & Cuisine,5063.5,1950.43,1015.3,1158.55,939.22,Cash,40,No,Yes,5,Very Satisfied,Yes,1,Yes,No
TRP100115,26-06-2022,2022,6,Summer,Saudi Arabia,Spain,45-54,Male,Couple,5,Religious,Ferry,29,Hostel,Mobile App,Visa Free,Yes,Desert,Food & Cuisine,1781.84,747.03,664.99,384.93,-15.11,Cryptocurrency,253,No,No,5,Very Satisfied,Yes,9,No,Yes
TRP100116,09-02-2019,2019,2,Winter,United States,France,65+,Male,Senior Group,12,Religious,Road Trip,29,4-Star Hotel,Direct Hotel,Visa Free,Yes,Desert,Theme Parks,4402.45,1136.93,1185.51,994.67,1085.34,Credit Card,73,No,Yes,1,Very Dissatisfied,No,15,No,No
TRP100117,04-06-2023,2023,6,Summer,Argentina,Peru,18-24,Male,Couple,4,Eco-Tourism,Road Trip,29,Hostel,Travel Agent,Visa on Arrival,No,Arctic/Cold,Theme Parks,5298.59,1829.03,1595.33,1036.31,837.92,Cash,120,Yes,Yes,5,Very Satisfied,Yes,10,Yes,Yes
TRP100118,30-04-2021,2021,4,Spring,Netherlands,Portugal,35-44,Female,Solo,3,Eco-Tourism,Road Trip,14,5-Star Hotel,Direct Hotel,E-Visa,Yes,Tropical,Mountains/Trekking,6429.6,1939.35,1975.08,1573.29,941.88,Cash,203,No,No,4,Satisfied,Yes,3,Yes,No
TRP100119,18-02-2019,2019,2,Winter,Norway,Portugal,25-34,Male,Friends Group,6,Cultural,Flight,10,Hostel,Online Travel Agency,Tourist Visa,Yes,Mediterranean,Theme Parks,2280.86,719.64,822.89,275.91,462.42,Debit Card,48,No,No,5,Very Satisfied,Yes,1,No,Yes
TRP100120,20-12-2022,2022,12,Winter,India,Mexico,35-44,Male,Couple,1,Religious,Ferry,30,Airbnb/Vacation Rental,Mobile App,E-Visa,No,Desert,Wellness/Spa,19234.46,6232.57,5319.21,3154.44,4528.24,Travel Card,32,Yes,Yes,5,Very Satisfied,Yes,11,No,No
TRP100121,08-06-2024,2024,6,Summer,Argentina,Australia,55-64,Male,Family,3,Leisure,Flight,16,Resort,Tour Operator,Business Visa,Yes,Arctic/Cold,Beaches,9964.02,3940.56,2708.44,1810.24,1504.78,Travel Card,272,No,Yes,5,Very Satisfied,Yes,3,Yes,No
TRP100122,12-12-2020,2020,12,Winter,Argentina,New Zealand,35-44,Female,Senior Group,6,Leisure,Ferry,14,5-Star Hotel,Mobile App,E-Visa,Yes,Temperate,Mountains/Trekking,3746.64,1288.56,1485.67,592.96,379.45,Travel Card,278,No,Yes,5,Very Satisfied,Yes,4,Yes,Yes
TRP100123,27-12-2020,2020,12,Winter,South Korea,Croatia,18-24,Male,Business Group,12,Leisure,Cruise,2,4-Star Hotel,Tour Operator,E-Visa,Yes,Arctic/Cold,Art & Museums,844.06,362.5,202.82,100.93,177.81,Cryptocurrency,52,No,Yes,2,Dissatisfied,No,12,No,No
TRP100124,01-01-2023,2023,1,Winter,Argentina,Croatia,25-34,Male,Senior Group,12,Educational,Road Trip,26,3-Star Hotel,Direct Hotel,Tourist Visa,No,Temperate,Beaches,7163.63,2699.23,2237.89,1672.28,554.23,Debit Card,309,No,No,5,Very Satisfied,Yes,11,Yes,No
TRP100125,30-12-2019,2019,12,Winter,Indonesia,Maldives,65+,Female,Family,8,Educational,Flight,8,Hostel,Direct Hotel,Business Visa,Yes,Arctic/Cold,Cities/Urban,1841.67,477.91,730.18,230.55,403.03,Credit Card,1,Yes,Yes,3,Neutral,Yes,3,No,No
TRP100126,12-07-2021,2021,7,Summer,Germany,Kenya,18-24,Male,Family,5,Educational,Flight,10,4-Star Hotel,Travel Agent,Business Visa,No,Mediterranean,Historical Sites,2149.71,631.66,786.28,469.3,262.47,Cryptocurrency,48,No,No,5,Very Satisfied,No,12,Yes,No
TRP100127,04-08-2023,2023,8,Summer,Sweden,Japan,65+,Female,Senior Group,5,Religious,Road Trip,25,Airbnb/Vacation Rental,Online Travel Agency,Tourist Visa,No,Temperate,Wellness/Spa,7551.96,1611.5,2010.47,1858.99,2071,Travel Card,79,Yes,Yes,3,Neutral,Yes,14,Yes,No
TRP100128,23-04-2024,2024,4,Spring,Brazil,Greece,45-54,Male,Senior Group,5,Business,Flight,2,Boutique Hotel,Direct Hotel,E-Visa,No,Arctic/Cold,Wildlife/Safari,394.11,99.21,129.13,97.17,68.6,Travel Card,23,Yes,Yes,3,Neutral,Yes,5,Yes,Yes
TRP100129,20-07-2021,2021,7,Summer,Spain,UAE (Dubai),55-64,Male,Business Group,11,Business,Train,13,Airbnb/Vacation Rental,Airline Website,E-Visa,Yes,Desert,Beaches,1864.91,684.49,674.42,302.3,203.7,Cryptocurrency,293,No,No,4,Satisfied,No,10,Yes,No
TRP100130,01-10-2023,2023,10,Autumn,Indonesia,Portugal,45-54,Male,Senior Group,3,Adventure,Ferry,9,Hostel,Travel Agent,Tourist Visa,Yes,Desert,Wellness/Spa,2740.11,1213.98,991.08,325.88,209.17,Travel Card,283,No,Yes,5,Very Satisfied,Yes,14,Yes,No
TRP100131,15-02-2020,2020,2,Winter,Argentina,Mexico,18-24,Female,Business Group,6,Religious,Train,25,Hostel,Airline Website,Visa on Arrival,No,Tropical,Wildlife/Safari,7268.57,2206.81,1669.15,1367.87,2024.74,Cash,207,Yes,Yes,2,Dissatisfied,No,1,Yes,No
TRP100132,24-03-2019,2019,3,Spring,Brazil,UAE (Dubai),35-44,Male,Friends Group,12,Cultural,Flight,12,Airbnb/Vacation Rental,Direct Hotel,E-Visa,No,Arctic/Cold,Cities/Urban,1418.02,547.98,544.76,332.6,-7.32,Bank Transfer,214,No,Yes,5,Very Satisfied,Yes,15,No,No
TRP100133,06-09-2024,2024,9,Autumn,Norway,Czech Republic,55-64,Female,Solo,3,Educational,Cruise,20,Airbnb/Vacation Rental,Online Travel Agency,Business Visa,Yes,Desert,Beaches,5026.57,1652.82,1165.13,737.24,1471.38,Cash,361,Yes,Yes,4,Satisfied,Yes,7,Yes,Yes
TRP100134,27-04-2024,2024,4,Spring,Italy,France,35-44,Male,Family,12,Cultural,Flight,18,Hostel,Online Travel Agency,Visa on Arrival,Yes,Mediterranean,Mountains/Trekking,9268.71,2986.35,2680.7,2262.29,1339.37,Debit Card,332,Yes,Yes,4,Satisfied,Yes,9,Yes,No
TRP100135,04-02-2019,2019,2,Winter,South Africa,Czech Republic,35-44,Female,Senior Group,11,Leisure,Road Trip,9,Boutique Hotel,Airline Website,E-Visa,No,Arctic/Cold,Mountains/Trekking,7563.61,3236.31,2492.02,1438.38,396.9,Travel Card,155,No,No,5,Very Satisfied,Yes,2,Yes,No
TRP100136,06-02-2022,2022,2,Winter,Canada,Peru,35-44,Female,Senior Group,5,Medical,Cruise,4,3-Star Hotel,Tour Operator,Business Visa,Yes,Temperate,Art & Museums,1485.84,551.4,440.33,223.53,270.58,Bank Transfer,164,No,No,4,Satisfied,Yes,5,Yes,No
TRP100137,29-06-2021,2021,6,Summer,Turkey,Kenya,45-54,Female,Senior Group,6,Leisure,Ferry,4,Hostel,Direct Hotel,Visa Free,Yes,Arctic/Cold,Historical Sites,907.66,342.2,285.38,116.62,163.46,Travel Card,66,No,No,3,Neutral,No,15,Yes,No
TRP100138,19-09-2022,2022,9,Autumn,Argentina,Morocco,35-44,Male,Solo,8,Business,Flight,2,4-Star Hotel,Airline Website,Business Visa,Yes,Mountainous,Art & Museums,378.69,109.37,132.1,55.31,81.91,Cryptocurrency,153,No,No,4,Satisfied,Yes,4,Yes,No
TRP100139,24-09-2022,2022,9,Autumn,India,Portugal,35-44,Female,Solo,8,Adventure,Road Trip,28,Airbnb/Vacation Rental,Direct Hotel,Visa Free,Yes,Desert,Historical Sites,12924,5371.19,3050.99,1449.06,3052.76,Debit Card,315,No,Yes,4,Satisfied,Yes,8,Yes,Yes
TRP100140,15-03-2019,2019,3,Spring,Turkey,Greece,65+,Male,Senior Group,6,Educational,Road Trip,6,3-Star Hotel,Online Travel Agency,Visa on Arrival,No,Mediterranean,Historical Sites,1088.54,460.45,382.48,195.56,50.05,Credit Card,153,No,Yes,3,Neutral,No,9,Yes,No
TRP100141,11-07-2023,2023,7,Summer,Australia,Maldives,65+,Non-Binary,Couple,12,Educational,Flight,11,3-Star Hotel,Online Travel Agency,E-Visa,Yes,Desert,Cities/Urban,7760.96,2249.22,1844.67,1879.8,1787.27,Cryptocurrency,320,Yes,No,5,Very Satisfied,Yes,11,No,Yes
TRP100142,19-09-2020,2020,9,Autumn,Indonesia,Thailand,65+,Male,Friends Group,11,Religious,Flight,8,Hostel,Tour Operator,Visa Free,Yes,Desert,Historical Sites,2517.77,742.9,779.14,430.94,564.79,Cryptocurrency,317,Yes,Yes,5,Very Satisfied,Yes,4,Yes,No
TRP100143,26-07-2024,2024,7,Summer,Thailand,Egypt,45-54,Male,Solo,1,Cultural,Flight,27,4-Star Hotel,Tour Operator,Visa on Arrival,Yes,Tropical,Wellness/Spa,7128.15,2679.18,1846.69,754.95,1847.33,Credit Card,52,No,Yes,2,Dissatisfied,No,5,Yes,Yes
TRP100144,19-04-2020,2020,4,Spring,Norway,Japan,18-24,Male,Couple,11,Leisure,Cruise,10,Resort,Travel Agent,Visa on Arrival,No,Mountainous,Historical Sites,4466.43,1295.5,1497.83,732.04,941.06,Cash,176,Yes,Yes,5,Very Satisfied,No,5,No,No
TRP100145,14-10-2020,2020,10,Autumn,Argentina,Croatia,45-54,Female,Senior Group,8,Religious,Cruise,29,Boutique Hotel,Travel Agent,Visa Free,Yes,Mountainous,Wildlife/Safari,7792.59,1778.77,2643.51,847.81,2522.5,Travel Card,250,Yes,Yes,5,Very Satisfied,Yes,5,Yes,Yes
TRP100146,08-11-2023,2023,11,Autumn,Australia,Canada,45-54,Male,Senior Group,11,Cultural,Train,8,3-Star Hotel,Tour Operator,Visa Free,Yes,Tropical,Wildlife/Safari,4093.14,1349.81,1382.04,788.89,572.4,Cryptocurrency,241,No,No,3,Neutral,Yes,8,Yes,Yes
TRP100147,20-08-2021,2021,8,Summer,Netherlands,New Zealand,55-64,Male,Friends Group,8,Leisure,Road Trip,10,4-Star Hotel,Airline Website,Tourist Visa,Yes,Desert,Art & Museums,4931.2,1260.79,1620.71,791.42,1258.28,Credit Card,286,No,No,5,Very Satisfied,Yes,10,Yes,No
TRP100148,02-07-2021,2021,7,Summer,South Korea,Vietnam,55-64,Female,Business Group,8,Cultural,Road Trip,9,Camping,Online Travel Agency,Tourist Visa,Yes,Tropical,Food & Cuisine,5114.88,2238.21,1394.67,553.13,928.87,Cash,325,No,Yes,3,Neutral,No,12,Yes,No
TRP100149,29-05-2023,2023,5,Spring,Japan,Croatia,65+,Male,Friends Group,1,Adventure,Ferry,13,4-Star Hotel,Airline Website,Visa on Arrival,Yes,Desert,Beaches,6425.42,1456.9,2070.08,823.3,2075.14,Cryptocurrency,25,No,Yes,5,Very Satisfied,Yes,15,Yes,No
TRP100150,11-08-2022,2022,8,Summer,Spain,Japan,45-54,Non-Binary,Senior Group,4,Adventure,Road Trip,3,Boutique Hotel,Travel Agent,E-Visa,No,Mediterranean,Wildlife/Safari,812.68,183.58,269.41,155.16,204.53,Travel Card,309,No,No,4,Satisfied,Yes,12,Yes,Yes
TRP100151,27-06-2020,2020,6,Summer,Turkey,Singapore,25-34,Female,Senior Group,11,Cultural,Road Trip,2,4-Star Hotel,Travel Agent,Visa Free,No,Temperate,Art & Museums,305.95,77.23,104.9,62.11,61.71,Bank Transfer,274,Yes,No,1,Very Dissatisfied,No,9,Yes,Yes
TRP100152,23-10-2021,2021,10,Autumn,China,Spain,65+,Female,Couple,9,Leisure,Flight,17,Resort,Airline Website,Tourist Visa,Yes,Mountainous,Wellness/Spa,1760.47,469.6,628.68,435.77,226.42,Travel Card,122,No,No,5,Very Satisfied,Yes,12,Yes,No
TRP100153,11-04-2021,2021,4,Spring,Norway,Kenya,45-54,Female,Senior Group,12,Religious,Road Trip,24,Airbnb/Vacation Rental,Mobile App,Business Visa,No,Desert,Wildlife/Safari,3356.57,1481.79,707.43,710.08,457.27,Bank Transfer,39,Yes,Yes,4,Satisfied,Yes,7,Yes,Yes
TRP100154,26-09-2020,2020,9,Autumn,South Korea,New Zealand,55-64,Male,Senior Group,10,Adventure,Road Trip,24,Camping,Tour Operator,Visa Free,No,Tropical,Food & Cuisine,5324.78,1842.36,1336.54,796.5,1349.38,Cryptocurrency,113,No,Yes,5,Very Satisfied,Yes,3,Yes,No
TRP100155,17-04-2022,2022,4,Spring,Norway,Italy,55-64,Female,Business Group,11,Educational,Flight,25,4-Star Hotel,Mobile App,E-Visa,No,Mediterranean,Mountains/Trekking,5272.5,2218.93,1753.99,789.08,510.5,Credit Card,350,No,Yes,5,Very Satisfied,Yes,2,Yes,No
TRP100156,31-12-2023,2023,12,Winter,Brazil,Iceland,65+,Male,Business Group,2,Leisure,Flight,6,3-Star Hotel,Tour Operator,Visa Free,Yes,Mountainous,Historical Sites,1256.16,509.41,345.43,276.89,124.43,Debit Card,344,No,Yes,4,Satisfied,No,14,Yes,No
TRP100157,20-09-2022,2022,9,Autumn,Germany,UAE (Dubai),18-24,Male,Family,9,Religious,Flight,4,Airbnb/Vacation Rental,Travel Agent,Visa on Arrival,No,Desert,Art & Museums,536.06,207.31,123.7,90.53,114.52,Travel Card,162,Yes,No,5,Very Satisfied,Yes,11,Yes,Yes
TRP100158,19-05-2022,2022,5,Spring,Brazil,Singapore,45-54,Male,Senior Group,1,Leisure,Train,13,3-Star Hotel,Tour Operator,Business Visa,Yes,Mountainous,Art & Museums,1198.92,347,360.36,172.02,319.54,Cryptocurrency,152,No,Yes,4,Satisfied,No,15,No,No
TRP100159,21-01-2019,2019,1,Winter,Spain,Australia,55-64,Female,Solo,5,Educational,Cruise,9,Resort,Direct Hotel,Visa on Arrival,Yes,Mediterranean,Wildlife/Safari,1478.51,500.3,459.84,175.18,343.19,Debit Card,316,No,Yes,4,Satisfied,Yes,13,Yes,Yes
TRP100160,19-03-2021,2021,3,Spring,Russia,Czech Republic,35-44,Male,Senior Group,11,Eco-Tourism,Cruise,23,4-Star Hotel,Travel Agent,Visa Free,Yes,Mediterranean,Food & Cuisine,21783.99,4755.14,7283.19,2997.55,6748.11,Travel Card,231,No,No,3,Neutral,No,3,Yes,Yes
TRP100161,22-11-2023,2023,11,Autumn,Italy,Morocco,25-34,Female,Family,8,Religious,Train,28,Camping,Travel Agent,E-Visa,No,Temperate,Historical Sites,4474.4,900.28,1115.18,596.12,1862.82,Debit Card,331,No,No,5,Very Satisfied,No,3,No,Yes
TRP100162,18-07-2023,2023,7,Summer,Japan,Singapore,18-24,Female,Business Group,9,Business,Train,4,3-Star Hotel,Travel Agent,Visa on Arrival,Yes,Temperate,Cities/Urban,373.99,158.21,138.35,72.83,4.6,Debit Card,238,No,Yes,3,Neutral,Yes,1,Yes,No
TRP100163,21-08-2020,2020,8,Summer,Russia,Turkey,35-44,Male,Friends Group,4,Adventure,Flight,2,Hostel,Travel Agent,Business Visa,Yes,Mountainous,Mountains/Trekking,379.59,89.24,88.01,70.21,132.13,Cryptocurrency,185,No,No,3,Neutral,No,1,No,Yes
TRP100164,31-03-2023,2023,3,Spring,Turkey,UAE (Dubai),18-24,Female,Friends Group,4,Medical,Ferry,4,Boutique Hotel,Travel Agent,E-Visa,No,Desert,Beaches,1064.02,366.72,334.14,166.52,196.64,Cryptocurrency,72,No,Yes,4,Satisfied,Yes,5,Yes,Yes
TRP100165,15-05-2024,2024,5,Spring,Argentina,Peru,25-34,Female,Friends Group,1,Business,Cruise,6,5-Star Hotel,Direct Hotel,Visa Free,Yes,Mediterranean,Wellness/Spa,1867.65,567.12,496.88,218.52,585.13,Credit Card,294,Yes,Yes,4,Satisfied,No,9,No,No
TRP100166,14-04-2024,2024,4,Spring,India,Mexico,25-34,Female,Business Group,3,Leisure,Ferry,16,3-Star Hotel,Tour Operator,Visa Free,No,Mediterranean,Food & Cuisine,8048.73,3515.79,1958.41,1537.14,1037.39,Travel Card,306,No,Yes,2,Dissatisfied,No,2,Yes,No
TRP100167,09-06-2019,2019,6,Summer,Saudi Arabia,Egypt,55-64,Female,Solo,8,Religious,Cruise,15,5-Star Hotel,Mobile App,Visa on Arrival,No,Arctic/Cold,Beaches,2239.89,787.05,527.46,526.91,398.47,Bank Transfer,272,No,No,2,Dissatisfied,No,13,Yes,No
TRP100168,10-12-2019,2019,12,Winter,Saudi Arabia,Singapore,45-54,Male,Solo,12,Business,Flight,4,4-Star Hotel,Tour Operator,Tourist Visa,No,Mountainous,Mountains/Trekking,1037.73,242.28,306.57,139.97,348.91,Bank Transfer,162,No,Yes,5,Very Satisfied,Yes,10,Yes,No
TRP100169,30-05-2024,2024,5,Spring,Saudi Arabia,Indonesia (Bali),55-64,Female,Family,10,Educational,Road Trip,2,Boutique Hotel,Mobile App,Business Visa,Yes,Mountainous,Mountains/Trekking,418.63,187.53,117,54.65,59.45,Travel Card,359,No,Yes,5,Very Satisfied,Yes,13,Yes,No
TRP100170,18-08-2020,2020,8,Summer,South Africa,UAE (Dubai),45-54,Male,Family,4,Leisure,Road Trip,6,4-Star Hotel,Tour Operator,Tourist Visa,No,Desert,Wellness/Spa,1171.23,348.18,383.2,258.44,181.41,Cash,365,No,Yes,4,Satisfied,No,3,Yes,No
TRP100171,06-08-2021,2021,8,Summer,Indonesia,Greece,18-24,Male,Senior Group,1,Medical,Cruise,27,4-Star Hotel,Travel Agent,Visa on Arrival,No,Mountainous,Art & Museums,11406.19,2377.08,3648.87,2023.14,3357.1,Travel Card,301,Yes,Yes,4,Satisfied,No,15,Yes,Yes
TRP100172,07-03-2021,2021,3,Spring,Spain,Vietnam,55-64,Male,Couple,7,Educational,Ferry,24,4-Star Hotel,Tour Operator,Tourist Visa,No,Arctic/Cold,Historical Sites,11076.48,4882.76,2827.84,2115.1,1250.78,Cryptocurrency,132,No,No,4,Satisfied,Yes,12,Yes,Yes
TRP100173,23-04-2019,2019,4,Spring,Canada,Croatia,18-24,Male,Couple,11,Cultural,Cruise,15,Resort,Airline Website,E-Visa,Yes,Mountainous,Cities/Urban,6442.91,2836.88,1879.85,1089.55,636.63,Debit Card,148,Yes,No,4,Satisfied,No,2,Yes,Yes
TRP100174,17-02-2021,2021,2,Winter,Japan,Morocco,25-34,Female,Family,4,Educational,Cruise,8,Airbnb/Vacation Rental,Direct Hotel,Visa Free,No,Mediterranean,Historical Sites,1498.63,634.79,380.38,362.77,120.69,Credit Card,41,No,No,4,Satisfied,Yes,13,No,No
